q_id,q_group_id,pergunta_orig,query_enviada,tipo_anafora,modo,n_retornados,total_hits_est,tempo_ms,doc_1_id,doc_1_fonte,doc_1_data,doc_2_id,doc_3_id,doc_4_id,doc_5_id,doc_6_id,doc_7_id,doc_8_id,doc_9_id,doc_10_id,todos_doc_ids,erro
0139,2705,Que tipo de tecido é o damasco?,Que tipo de tecido é o damasco?,N/A,resolvida_sw,10,1000,10.2,PUBLICO-19950825-044,Publico,1995-08-25,PUBLICO-19950704-118,FSP950125-076,FSP940108-176,PUBLICO-19950519-052,PUBLICO-19940301-112,PUBLICO-19940330-134,PUBLICO-19940222-109,PUBLICO-19940922-046,FSP940814-087,PUBLICO-19950825-044|PUBLICO-19950704-118|FSP950125-076|FSP940108-176|PUBLICO-19950519-052|PUBLICO-19940301-112|PUBLICO-19940330-134|PUBLICO-19940222-109|PUBLICO-19940922-046|FSP940814-087,
0140,2706,Quantos jogadores tem uma equipa de voleibol?,Quantos jogadores tem uma equipa de voleibol?,N/A,resolvida_sw,10,1000,19.7,PUBLICO-19950930-029,Publico,1995-09-30,PUBLICO-19950220-023,PUBLICO-19950519-025,PUBLICO-19950614-025,PUBLICO-19941002-021,PUBLICO-19941002-028,PUBLICO-19951211-027,PUBLICO-19950401-020,PUBLICO-19950520-032,PUBLICO-19950804-028,PUBLICO-19950930-029|PUBLICO-19950220-023|PUBLICO-19950519-025|PUBLICO-19950614-025|PUBLICO-19941002-021|PUBLICO-19941002-028|PUBLICO-19951211-027|PUBLICO-19950401-020|PUBLICO-19950520-032|PUBLICO-19950804-028,
0141,2707,Quando é que viveu Zenão de Eleia?,Quando é que viveu Zenão de Eleia?,N/A,resolvida_sw,10,1000,13.0,PUBLICO-19940824-098,Publico,1994-08-24,PUBLICO-19940216-096,FSP940724-173,FSP950322-145,PUBLICO-19940430-001,PUBLICO-19941102-098,PUBLICO-19951123-117,FSP950806-088,PUBLICO-19940118-125,PUBLICO-19940209-143,PUBLICO-19940824-098|PUBLICO-19940216-096|FSP940724-173|FSP950322-145|PUBLICO-19940430-001|PUBLICO-19941102-098|PUBLICO-19951123-117|FSP950806-088|PUBLICO-19940118-125|PUBLICO-19940209-143,
0142,2708,Qual é a área da Groenlândia?,Qual é a área da Groenlândia?,N/A,resolvida_sw,10,1000,9.8,PUBLICO-19950222-094,Publico,1995-02-22,PUBLICO-19951229-042,FSP950531-115,FSP940213-176,FSP940925-212,FSP941016-135,PUBLICO-19940315-131,FSP940214-019,FSP940620-017,FSP950109-012,PUBLICO-19950222-094|PUBLICO-19951229-042|FSP950531-115|FSP940213-176|FSP940925-212|FSP941016-135|PUBLICO-19940315-131|FSP940214-019|FSP940620-017|FSP950109-012,
0143,2709,Quem foi a primeira mulher no espaço?,Quem foi a primeira mulher no espaço?,N/A,resolvida_sw,10,1000,38.5,FSP951210-092,Folha,951210,PUBLICO-19951112-129,PUBLICO-19940703-133,PUBLICO-19950206-099,PUBLICO-19951206-005,FSP951217-102,PUBLICO-19950831-127,FSP950306-100,PUBLICO-19950407-013,PUBLICO-19951014-101,FSP951210-092|PUBLICO-19951112-129|PUBLICO-19940703-133|PUBLICO-19950206-099|PUBLICO-19951206-005|FSP951217-102|PUBLICO-19950831-127|FSP950306-100|PUBLICO-19950407-013|PUBLICO-19951014-101,
0144,2709,E a segunda?,E a segunda?,N/A,resolvida_sw,10,1000,4.0,FSP941217-053,Folha,941217,FSP950111-054,FSP950430-194,FSP950519-130,FSP950609-096,PUBLICO-19950817-086,FSP940821-170,FSP941125-093,PUBLICO-19940223-133,PUBLICO-19940429-137,FSP941217-053|FSP950111-054|FSP950430-194|FSP950519-130|FSP950609-096|PUBLICO-19950817-086|FSP940821-170|FSP941125-093|PUBLICO-19940223-133|PUBLICO-19940429-137,
0145,2710,Diga um jornal libanês.,Diga um jornal libanês.,N/A,resolvida_sw,10,365,9.4,PUBLICO-19940427-124,Publico,1994-04-27,PUBLICO-19951114-084,PUBLICO-19950324-071,PUBLICO-19950617-119,PUBLICO-19950812-143,FSP941102-004,PUBLICO-19940208-020,PUBLICO-19950504-070,FSP940227-134,FSP941106-016,PUBLICO-19940427-124|PUBLICO-19951114-084|PUBLICO-19950324-071|PUBLICO-19950617-119|PUBLICO-19950812-143|FSP941102-004|PUBLICO-19940208-020|PUBLICO-19950504-070|FSP940227-134|FSP941106-016,
0146,2711,Quantos refugiados haitianos estão na base de Guantanamo?,Quantos refugiados haitianos estão na base de Guantanamo?,N/A,resolvida_sw,10,1000,65.2,PUBLICO-19941012-063,Publico,1994-10-12,PUBLICO-19940511-062,PUBLICO-19940511-071,PUBLICO-19941016-049,PUBLICO-19940516-048,PUBLICO-19950412-131,PUBLICO-19940711-040,PUBLICO-19951217-032,PUBLICO-19940717-026,PUBLICO-19940213-081,PUBLICO-19941012-063|PUBLICO-19940511-062|PUBLICO-19940511-071|PUBLICO-19941016-049|PUBLICO-19940516-048|PUBLICO-19950412-131|PUBLICO-19940711-040|PUBLICO-19951217-032|PUBLICO-19940717-026|PUBLICO-19940213-081,
0147,2712,Quando foi fundado o Vasco da Gama?,Quando foi fundado o Vasco da Gama?,N/A,resolvida_sw,10,1000,16.5,PUBLICO-19941002-097,Publico,1994-10-02,PUBLICO-19940905-031,PUBLICO-19940906-045,PUBLICO-19950321-109,PUBLICO-19940309-088,PUBLICO-19940224-149,PUBLICO-19940223-191,PUBLICO-19940224-151,PUBLICO-19940503-117,PUBLICO-19950602-153,PUBLICO-19941002-097|PUBLICO-19940905-031|PUBLICO-19940906-045|PUBLICO-19950321-109|PUBLICO-19940309-088|PUBLICO-19940224-149|PUBLICO-19940223-191|PUBLICO-19940224-151|PUBLICO-19940503-117|PUBLICO-19950602-153,
0148,2712,Por quem foi fundado?,Por quem foi fundado?,N/A,resolvida_sw,10,1000,8.6,PUBLICO-19941013-087,Publico,1994-10-13,PUBLICO-19941116-159,FSP940506-095,PUBLICO-19951217-030,FSP940213-152,FSP950924-129,PUBLICO-19940917-006,PUBLICO-19950213-113,PUBLICO-19940831-045,PUBLICO-19940928-054,PUBLICO-19941013-087|PUBLICO-19941116-159|FSP940506-095|PUBLICO-19951217-030|FSP940213-152|FSP950924-129|PUBLICO-19940917-006|PUBLICO-19950213-113|PUBLICO-19940831-045|PUBLICO-19940928-054,
0149,2713,Quando nasceu Vasco da Gama?,Quando nasceu Vasco da Gama?,N/A,resolvida_sw,10,1000,12.5,PUBLICO-19950126-136,Publico,1995-01-26,PUBLICO-19940223-191,PUBLICO-19940224-151,PUBLICO-19950321-109,PUBLICO-19940309-088,PUBLICO-19950428-153,PUBLICO-19940103-073,PUBLICO-19940104-102,PUBLICO-19951026-125,PUBLICO-19940503-117,PUBLICO-19950126-136|PUBLICO-19940223-191|PUBLICO-19940224-151|PUBLICO-19950321-109|PUBLICO-19940309-088|PUBLICO-19950428-153|PUBLICO-19940103-073|PUBLICO-19940104-102|PUBLICO-19951026-125|PUBLICO-19940503-117,
0150,2713,Onde é que ele morreu?,Onde é que ele morreu?,N/A,resolvida_sw,10,1000,11.2,PUBLICO-19940319-165,Publico,1994-03-19,PUBLICO-19941109-142,PUBLICO-19941109-056,PUBLICO-19951015-108,PUBLICO-19951128-109,FSP940508-149,PUBLICO-19940326-121,FSP940129-153,PUBLICO-19940703-002,PUBLICO-19950616-160,PUBLICO-19940319-165|PUBLICO-19941109-142|PUBLICO-19941109-056|PUBLICO-19951015-108|PUBLICO-19951128-109|FSP940508-149|PUBLICO-19940326-121|FSP940129-153|PUBLICO-19940703-002|PUBLICO-19950616-160,
0151,2714,Em que distrito fica Sines?,Em que distrito fica Sines?,N/A,resolvida_sw,10,1000,69.8,PUBLICO-19940805-127,Publico,1994-08-05,PUBLICO-19950711-118,PUBLICO-19941227-120,PUBLICO-19951207-059,PUBLICO-19950718-131,PUBLICO-19950719-124,PUBLICO-19951119-086,PUBLICO-19941227-056,FSP951126-201,PUBLICO-19940420-095,PUBLICO-19940805-127|PUBLICO-19950711-118|PUBLICO-19941227-120|PUBLICO-19951207-059|PUBLICO-19950718-131|PUBLICO-19950719-124|PUBLICO-19951119-086|PUBLICO-19941227-056|FSP951126-201|PUBLICO-19940420-095,
0152,2715,Qual é a capital de Dublin?,Qual é a capital de Dublin?,N/A,resolvida_sw,10,1000,4.5,PUBLICO-19950121-038,Publico,1995-01-21,FSP951129-052,FSP951129-058,PUBLICO-19940707-047,PUBLICO-19941002-082,PUBLICO-19950103-090,FSP940502-034,PUBLICO-19940816-093,PUBLICO-19941228-096,PUBLICO-19950109-006,PUBLICO-19950121-038|FSP951129-052|FSP951129-058|PUBLICO-19940707-047|PUBLICO-19941002-082|PUBLICO-19950103-090|FSP940502-034|PUBLICO-19940816-093|PUBLICO-19941228-096|PUBLICO-19950109-006,
0153,2716,Em que ano é que Halle Berry venceu o Óscar?,Em que ano é que Halle Berry venceu o Óscar?,N/A,resolvida_sw,10,1000,30.0,PUBLICO-19940823-090,Publico,1994-08-23,PUBLICO-19950310-025,PUBLICO-19940820-149,PUBLICO-19940809-079,FSP950124-120,PUBLICO-19950412-124,PUBLICO-19950516-134,PUBLICO-19950531-136,PUBLICO-19950620-157,PUBLICO-19950325-024,PUBLICO-19940823-090|PUBLICO-19950310-025|PUBLICO-19940820-149|PUBLICO-19940809-079|FSP950124-120|PUBLICO-19950412-124|PUBLICO-19950516-134|PUBLICO-19950531-136|PUBLICO-19950620-157|PUBLICO-19950325-024,
0154,2717,Por que estados corre o Havel?,Por que estados corre o Havel?,N/A,resolvida_sw,10,1000,37.0,FSP950128-074,Folha,950128,PUBLICO-19941029-078,PUBLICO-19950912-059,PUBLICO-19940122-122,FSP951103-013,PUBLICO-19941118-118,PUBLICO-19950624-210,PUBLICO-19941004-114,FSP940525-024,PUBLICO-19950330-138,FSP950128-074|PUBLICO-19941029-078|PUBLICO-19950912-059|PUBLICO-19940122-122|FSP951103-013|PUBLICO-19941118-118|PUBLICO-19950624-210|PUBLICO-19941004-114|FSP940525-024|PUBLICO-19950330-138,
0155,2718,Diga um escritor irlandês.,Diga um escritor irlandês.,N/A,resolvida_sw,10,365,10.1,PUBLICO-19951009-104,Publico,1995-10-09,FSP940131-122,FSP940313-185,PUBLICO-19950220-102,PUBLICO-19941121-002,PUBLICO-19950314-115,PUBLICO-19940331-008,PUBLICO-19950102-077,PUBLICO-19951009-113,PUBLICO-19951030-098,PUBLICO-19951009-104|FSP940131-122|FSP940313-185|PUBLICO-19950220-102|PUBLICO-19941121-002|PUBLICO-19950314-115|PUBLICO-19940331-008|PUBLICO-19950102-077|PUBLICO-19951009-113|PUBLICO-19951030-098,
0156,2719,Quem foi Carl Barks?,Quem foi Carl Barks?,N/A,resolvida_sw,10,1000,16.6,FSP950501-103,Folha,950501,PUBLICO-19940925-072,PUBLICO-19940309-127,PUBLICO-19940319-182,PUBLICO-19940904-105,FSP940212-012,PUBLICO-19940409-176,PUBLICO-19940224-048,FSP950605-045,PUBLICO-19950118-124,FSP950501-103|PUBLICO-19940925-072|PUBLICO-19940309-127|PUBLICO-19940319-182|PUBLICO-19940904-105|FSP940212-012|PUBLICO-19940409-176|PUBLICO-19940224-048|FSP950605-045|PUBLICO-19950118-124,
0157,2719,Onde é que ele nasceu?,Onde é que ele nasceu?,N/A,resolvida_sw,10,1000,5.1,FSP940328-143,Folha,940328,PUBLICO-19940809-109,PUBLICO-19951015-108,FSP950207-110,PUBLICO-19940810-089,PUBLICO-19951128-109,FSP940417-122,FSP940828-096,FSP950221-123,PUBLICO-19951024-117,FSP940328-143|PUBLICO-19940809-109|PUBLICO-19951015-108|FSP950207-110|PUBLICO-19940810-089|PUBLICO-19951128-109|FSP940417-122|FSP940828-096|FSP950221-123|PUBLICO-19951024-117,
0158,2719,Quem eram os pais dele?,Quem eram os pais dele?,N/A,resolvida_sw,10,1000,7.7,PUBLICO-19941102-083,Publico,1994-11-02,PUBLICO-19950704-174,FSP940625-122,PUBLICO-19950917-068,PUBLICO-19950919-100,PUBLICO-19951004-091,PUBLICO-19951016-094,FSP940328-053,FSP941127-025,FSP950219-200,PUBLICO-19941102-083|PUBLICO-19950704-174|FSP940625-122|PUBLICO-19950917-068|PUBLICO-19950919-100|PUBLICO-19951004-091|PUBLICO-19951016-094|FSP940328-053|FSP941127-025|FSP950219-200,
0159,2720,O que é um kilt?,O que é um kilt?,N/A,resolvida_sw,10,1000,8.5,FSP940212-194,Folha,940212,FSP940327-302,FSP950107-088,FSP950106-094,FSP940721-102,FSP940512-106,FSP940901-092,FSP941023-067,FSP941101-079,FSP950406-114,FSP940212-194|FSP940327-302|FSP950107-088|FSP950106-094|FSP940721-102|FSP940512-106|FSP940901-092|FSP941023-067|FSP941101-079|FSP950406-114,
0160,2721,Quem realizou «Os Pássaros»?,Quem realizou «Os Pássaros»?,N/A,resolvida_sw,10,1000,39.4,PUBLICO-19950508-119,Publico,1995-05-08,PUBLICO-19941206-100,PUBLICO-19950401-095,PUBLICO-19940721-001,PUBLICO-19950307-022,PUBLICO-19950401-013,PUBLICO-19951109-114,FSP940801-007,PUBLICO-19940909-117,FSP940410-010,PUBLICO-19950508-119|PUBLICO-19941206-100|PUBLICO-19950401-095|PUBLICO-19940721-001|PUBLICO-19950307-022|PUBLICO-19950401-013|PUBLICO-19951109-114|FSP940801-007|PUBLICO-19940909-117|FSP940410-010,
0161,2722,Quantos filmes realizou Jean Vigo?,Quantos filmes realizou Jean Vigo?,N/A,resolvida_sw,10,1000,36.2,PUBLICO-19950221-005,Publico,1995-02-21,PUBLICO-19940330-110,PUBLICO-19950430-130,PUBLICO-19950204-167,PUBLICO-19950614-114,PUBLICO-19950329-130,PUBLICO-19951227-086,PUBLICO-19950111-003,PUBLICO-19941206-100,PUBLICO-19941005-109,PUBLICO-19950221-005|PUBLICO-19940330-110|PUBLICO-19950430-130|PUBLICO-19950204-167|PUBLICO-19950614-114|PUBLICO-19950329-130|PUBLICO-19951227-086|PUBLICO-19950111-003|PUBLICO-19941206-100|PUBLICO-19941005-109,
0162,2722,Diga um desses filmes.,Diga um desses filmes.,N/A,resolvida_sw,10,365,43.0,PUBLICO-19940112-141,Publico,1994-01-12,PUBLICO-19941109-107,PUBLICO-19940326-175,PUBLICO-19940916-117,PUBLICO-19940623-116,FSP950223-090,PUBLICO-19950604-075,PUBLICO-19941119-006,PUBLICO-19940720-120,PUBLICO-19940427-124,PUBLICO-19940112-141|PUBLICO-19941109-107|PUBLICO-19940326-175|PUBLICO-19940916-117|PUBLICO-19940623-116|FSP950223-090|PUBLICO-19950604-075|PUBLICO-19941119-006|PUBLICO-19940720-120|PUBLICO-19940427-124,
0163,2723,Qual o comprimento da Ponte do Øresund?,Qual o comprimento da Ponte do Øresund?,N/A,resolvida_sw,10,1000,23.9,FSP941102-064,Folha,941102,PUBLICO-19940830-095,FSP951210-009,PUBLICO-19951122-135,PUBLICO-19940216-034,FSP940109-230,FSP950923-006,PUBLICO-19950403-048,PUBLICO-19950929-129,FSP940912-102,FSP941102-064|PUBLICO-19940830-095|FSP951210-009|PUBLICO-19951122-135|PUBLICO-19940216-034|FSP940109-230|FSP950923-006|PUBLICO-19950403-048|PUBLICO-19950929-129|FSP940912-102,
0164,2724,Que companhia está baseada no Aeroporto Ben Gurion?,Que companhia está baseada no Aeroporto Ben Gurion?,N/A,resolvida_sw,10,1000,31.5,PUBLICO-19940301-112,Publico,1994-03-01,PUBLICO-19941004-114,PUBLICO-19951011-132,PUBLICO-19940419-103,PUBLICO-19951213-109,PUBLICO-19950606-016,PUBLICO-19941109-006,FSP940211-168,FSP941023-037,PUBLICO-19940311-011,PUBLICO-19940301-112|PUBLICO-19941004-114|PUBLICO-19951011-132|PUBLICO-19940419-103|PUBLICO-19951213-109|PUBLICO-19950606-016|PUBLICO-19941109-006|FSP940211-168|FSP941023-037|PUBLICO-19940311-011,
0165,2725,Que navio americano foi afundado em Pearl Harbor in 1941?,Que navio americano foi afundado em Pearl Harbor in 1941?,N/A,resolvida_sw,10,1000,63.0,PUBLICO-19941124-006,Publico,1994-11-24,PUBLICO-19950314-119,FSP951109-114,PUBLICO-19940119-159,FSP950515-093,PUBLICO-19951201-041,FSP940914-148,PUBLICO-19950716-077,PUBLICO-19940828-043,PUBLICO-19940904-072,PUBLICO-19941124-006|PUBLICO-19950314-119|FSP951109-114|PUBLICO-19940119-159|FSP950515-093|PUBLICO-19951201-041|FSP940914-148|PUBLICO-19950716-077|PUBLICO-19940828-043|PUBLICO-19940904-072,
0166,2725,E que navio japonês?,E que navio japonês?,N/A,resolvida_sw,10,1000,6.9,FSP951216-118,Folha,951216,PUBLICO-19950127-105,PUBLICO-19940419-079,PUBLICO-19950504-169,FSP940825-073,PUBLICO-19940221-028,FSP950907-114,FSP940317-186,FSP950526-007,FSP950615-049,FSP951216-118|PUBLICO-19950127-105|PUBLICO-19940419-079|PUBLICO-19950504-169|FSP940825-073|PUBLICO-19940221-028|FSP950907-114|FSP940317-186|FSP950526-007|FSP950615-049,
0167,2726,O que é o Crescente Fértil?,O que é o Crescente Fértil?,N/A,resolvida_sw,10,1000,18.2,PUBLICO-19950718-087,Publico,1995-07-18,FSP950423-070,PUBLICO-19950819-044,PUBLICO-19940412-169,FSP940310-193,PUBLICO-19940422-163,PUBLICO-19940523-042,PUBLICO-19940605-027,PUBLICO-19950115-046,PUBLICO-19950205-037,PUBLICO-19950718-087|FSP950423-070|PUBLICO-19950819-044|PUBLICO-19940412-169|FSP940310-193|PUBLICO-19940422-163|PUBLICO-19940523-042|PUBLICO-19940605-027|PUBLICO-19950115-046|PUBLICO-19950205-037,
0168,2727,Diga um clube de futebol de Campinas.,Diga um clube de futebol de Campinas.,N/A,resolvida_sw,10,365,11.1,PUBLICO-19950301-010,Publico,1995-03-01,PUBLICO-19950216-016,PUBLICO-19941112-020,PUBLICO-19941204-055,PUBLICO-19950427-017,FSP940927-075,PUBLICO-19951220-011,PUBLICO-19951102-102,PUBLICO-19951109-111,PUBLICO-19951130-134,PUBLICO-19950301-010|PUBLICO-19950216-016|PUBLICO-19941112-020|PUBLICO-19941204-055|PUBLICO-19950427-017|FSP940927-075|PUBLICO-19951220-011|PUBLICO-19951102-102|PUBLICO-19951109-111|PUBLICO-19951130-134,
0169,2727,E um de Belo Horizonte.,E um de Belo Horizonte.,N/A,resolvida_sw,10,1000,10.4,FSP940227-012,Folha,940227,FSP941125-096,FSP951210-129,FSP941021-080,FSP941022-078,FSP941023-088,FSP941120-179,FSP940209-010,FSP950307-011,FSP940426-009,FSP940227-012|FSP941125-096|FSP951210-129|FSP941021-080|FSP941022-078|FSP941023-088|FSP941120-179|FSP940209-010|FSP950307-011|FSP940426-009,
0170,2728,Qual a capital do Mato Grosso?,Qual a capital do Mato Grosso?,N/A,resolvida_sw,10,1000,11.2,PUBLICO-19950103-090,Publico,1995-01-03,FSP951209-009,PUBLICO-19951205-162,FSP950217-032,PUBLICO-19940315-121,PUBLICO-19940510-101,FSP940502-034,PUBLICO-19940816-093,PUBLICO-19941228-096,PUBLICO-19950109-006,PUBLICO-19950103-090|FSP951209-009|PUBLICO-19951205-162|FSP950217-032|PUBLICO-19940315-121|PUBLICO-19940510-101|FSP940502-034|PUBLICO-19940816-093|PUBLICO-19941228-096|PUBLICO-19950109-006,
0171,2729,Quem foi o oitavo marido de Elizabeth Taylor?,Quem foi o oitavo marido de Elizabeth Taylor?,N/A,resolvida_sw,10,1000,53.2,PUBLICO-19940218-098,Publico,1994-02-18,PUBLICO-19950307-138,PUBLICO-19951102-059,PUBLICO-19940605-090,PUBLICO-19951017-023,PUBLICO-19940706-127,PUBLICO-19940919-107,PUBLICO-19950116-013,PUBLICO-19940508-109,PUBLICO-19951121-015,PUBLICO-19940218-098|PUBLICO-19950307-138|PUBLICO-19951102-059|PUBLICO-19940605-090|PUBLICO-19951017-023|PUBLICO-19940706-127|PUBLICO-19940919-107|PUBLICO-19950116-013|PUBLICO-19940508-109|PUBLICO-19951121-015,
0172,2729,Quando é que eles se casaram?,Quando é que eles se casaram?,N/A,resolvida_sw,10,1000,7.7,PUBLICO-19940222-105,Publico,1994-02-22,PUBLICO-19951122-136,FSP940501-170,PUBLICO-19941227-126,FSP941211-184,PUBLICO-19940814-069,PUBLICO-19950227-098,PUBLICO-19950521-126,PUBLICO-19951108-103,FSP940204-181,PUBLICO-19940222-105|PUBLICO-19951122-136|FSP940501-170|PUBLICO-19941227-126|FSP941211-184|PUBLICO-19940814-069|PUBLICO-19950227-098|PUBLICO-19950521-126|PUBLICO-19951108-103|FSP940204-181,
0173,2729,Qual é a nacionalidade dela?,Qual é a nacionalidade dela?,N/A,resolvida_sw,10,1000,2.9,PUBLICO-19940604-004,Publico,1994-06-04,PUBLICO-19940904-098,PUBLICO-19950701-053,PUBLICO-19940210-097,PUBLICO-19950325-117,PUBLICO-19951112-029,FSP940102-100,PUBLICO-19940203-085,PUBLICO-19940404-096,PUBLICO-19940405-096,PUBLICO-19940604-004|PUBLICO-19940904-098|PUBLICO-19950701-053|PUBLICO-19940210-097|PUBLICO-19950325-117|PUBLICO-19951112-029|FSP940102-100|PUBLICO-19940203-085|PUBLICO-19940404-096|PUBLICO-19940405-096,
0174,2730,Quantos gêneros tem o alemão?,Quantos gêneros tem o alemão?,N/A,resolvida_sw,10,1000,15.0,PUBLICO-19951205-166,Publico,1995-12-05,PUBLICO-19940515-086,FSP940819-037,PUBLICO-19940321-089,FSP941229-091,PUBLICO-19940125-007,FSP951002-147,PUBLICO-19940201-098,PUBLICO-19940509-100,PUBLICO-19941206-092,PUBLICO-19951205-166|PUBLICO-19940515-086|FSP940819-037|PUBLICO-19940321-089|FSP941229-091|PUBLICO-19940125-007|FSP951002-147|PUBLICO-19940201-098|PUBLICO-19940509-100|PUBLICO-19941206-092,
0175,2730,E quantos tem o romanche?,E quantos tem o romanche?,N/A,resolvida_sw,10,1000,11.5,PUBLICO-19941213-123,Publico,1994-12-13,PUBLICO-19940509-093,FSP950305-118,PUBLICO-19940706-152,FSP941221-112,PUBLICO-19940305-147,PUBLICO-19940903-006,PUBLICO-19951011-118,PUBLICO-19940107-074,PUBLICO-19940420-164,PUBLICO-19941213-123|PUBLICO-19940509-093|FSP950305-118|PUBLICO-19940706-152|FSP941221-112|PUBLICO-19940305-147|PUBLICO-19940903-006|PUBLICO-19951011-118|PUBLICO-19940107-074|PUBLICO-19940420-164,
0176,2731,Quanto tempo reinou Ramsés II?,Quanto tempo reinou Ramsés II?,N/A,resolvida_sw,10,1000,48.8,PUBLICO-19950315-110,Publico,1995-03-15,PUBLICO-19940615-150,PUBLICO-19940611-045,PUBLICO-19941109-139,PUBLICO-19950509-169,PUBLICO-19951024-099,FSP950622-029,PUBLICO-19950408-054,FSP951105-118,FSP950101-038,PUBLICO-19950315-110|PUBLICO-19940615-150|PUBLICO-19940611-045|PUBLICO-19941109-139|PUBLICO-19950509-169|PUBLICO-19951024-099|FSP950622-029|PUBLICO-19950408-054|FSP951105-118|FSP950101-038,
0177,2731,Quando começou o seu reinado?,Quando começou o seu reinado?,N/A,resolvida_sw,10,1000,12.0,PUBLICO-19950126-131,Publico,1995-01-26,PUBLICO-19940416-191,PUBLICO-19950307-130,PUBLICO-19940101-096,PUBLICO-19940209-171,PUBLICO-19940602-006,FSP940209-172,PUBLICO-19940820-139,PUBLICO-19941227-126,FSP940401-110,PUBLICO-19950126-131|PUBLICO-19940416-191|PUBLICO-19950307-130|PUBLICO-19940101-096|PUBLICO-19940209-171|PUBLICO-19940602-006|FSP940209-172|PUBLICO-19940820-139|PUBLICO-19941227-126|FSP940401-110,
0178,2731,Ele ordenou a construção de que templos?,Ele ordenou a construção de que templos?,N/A,resolvida_sw,10,1000,30.5,PUBLICO-19941104-075,Publico,1994-11-04,PUBLICO-19950423-065,FSP940306-090,PUBLICO-19940317-119,FSP951022-038,FSP951117-040,FSP941025-075,PUBLICO-19950706-140,FSP950211-069,FSP950421-056,PUBLICO-19941104-075|PUBLICO-19950423-065|FSP940306-090|PUBLICO-19940317-119|FSP951022-038|FSP951117-040|FSP941025-075|PUBLICO-19950706-140|FSP950211-069|FSP950421-056,
0179,2732,Que se passou a 9 de Novembro de 1991?,Que se passou a 9 de Novembro de 1991?,N/A,resolvida_sw,10,1000,15.9,PUBLICO-19940422-230,Publico,1994-04-22,PUBLICO-19940121-006,PUBLICO-19940219-189,PUBLICO-19940421-136,PUBLICO-19940408-135,PUBLICO-19941228-112,PUBLICO-19941229-084,PUBLICO-19950212-113,PUBLICO-19950730-144,PUBLICO-19951224-083,PUBLICO-19940422-230|PUBLICO-19940121-006|PUBLICO-19940219-189|PUBLICO-19940421-136|PUBLICO-19940408-135|PUBLICO-19941228-112|PUBLICO-19941229-084|PUBLICO-19950212-113|PUBLICO-19950730-144|PUBLICO-19951224-083,
0180,2733,Quantos actos tem a ópera Verdi da Aida?,Quantos actos tem a ópera Verdi da Aida?,N/A,resolvida_sw,10,1000,83.0,PUBLICO-19940707-007,Publico,1994-07-07,PUBLICO-19950726-134,PUBLICO-19941101-104,PUBLICO-19950902-004,FSP940402-136,PUBLICO-19940220-097,PUBLICO-19950601-013,PUBLICO-19940823-091,PUBLICO-19940812-107,PUBLICO-19940608-037,PUBLICO-19940707-007|PUBLICO-19950726-134|PUBLICO-19941101-104|PUBLICO-19950902-004|FSP940402-136|PUBLICO-19940220-097|PUBLICO-19950601-013|PUBLICO-19940823-091|PUBLICO-19940812-107|PUBLICO-19940608-037,
0181,2733,Quem escreveu o libretto dessa ópera?,Quem escreveu o libretto dessa ópera?,N/A,resolvida_sw,10,1000,12.4,PUBLICO-19941109-107,Publico,1994-11-09,FSP950425-117,FSP940910-068,FSP941113-111,FSP950702-111,PUBLICO-19950617-124,PUBLICO-19940516-073,PUBLICO-19940610-050,PUBLICO-19950726-129,FSP941228-083,PUBLICO-19941109-107|FSP950425-117|FSP940910-068|FSP941113-111|FSP950702-111|PUBLICO-19950617-124|PUBLICO-19940516-073|PUBLICO-19940610-050|PUBLICO-19950726-129|FSP941228-083,
0182,2733,Quando é que estreou a ópera?,Quando é que estreou a ópera?,N/A,resolvida_sw,10,1000,12.1,FSP950809-109,Folha,950809,FSP950908-110,FSP951008-178,FSP951122-142,FSP940328-125,FSP941124-098,FSP950807-086,FSP941016-092,PUBLICO-19941123-115,FSP940703-095,FSP950809-109|FSP950908-110|FSP951008-178|FSP951122-142|FSP940328-125|FSP941124-098|FSP950807-086|FSP941016-092|PUBLICO-19941123-115|FSP940703-095,
0183,2734,Quem se tornou lider do Partido Quebequense em 2005?,Quem se tornou lider do Partido Quebequense em 2005?,N/A,resolvida_sw,10,1000,40.2,PUBLICO-19940914-058,Publico,1994-09-14,PUBLICO-19951101-124,FSP940510-011,FSP940522-028,PUBLICO-19950624-185,PUBLICO-19940418-039,PUBLICO-19940518-095,PUBLICO-19951226-031,PUBLICO-19950724-043,PUBLICO-19950620-064,PUBLICO-19940914-058|PUBLICO-19951101-124|FSP940510-011|FSP940522-028|PUBLICO-19950624-185|PUBLICO-19940418-039|PUBLICO-19940518-095|PUBLICO-19951226-031|PUBLICO-19950724-043|PUBLICO-19950620-064,
0184,2735,Qual é a maior cidade do Canadá?,Qual é a maior cidade do Canadá?,N/A,resolvida_sw,10,1000,19.0,PUBLICO-19940918-061,Publico,1994-09-18,FSP940502-056,FSP941009-091,PUBLICO-19950331-059,FSP950820-058,PUBLICO-19940908-095,PUBLICO-19941024-093,PUBLICO-19950525-101,FSP940715-087,PUBLICO-19940917-065,PUBLICO-19940918-061|FSP940502-056|FSP941009-091|PUBLICO-19950331-059|FSP950820-058|PUBLICO-19940908-095|PUBLICO-19941024-093|PUBLICO-19950525-101|FSP940715-087|PUBLICO-19940917-065,
